impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-180537,A731525,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2962438,LOST,Raven,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jul 05, 2025",Date Lost,S.  272ND STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2962438,Image Copyright HLP Inc. 2025,"Description: Raven is an indoor cat who may or may not come with his name. He is very cautious with strangers.<p/>Age: Over 1 year<p/>Location Lost: S. 272nd street, Kent WA  98032<p/>Lost Date: 2025-07-05<p/>",
K25-180745,A731819,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A731819,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Helena,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Black,"Jul 11, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731819,Image Copyright HLP Inc. 2025,"Received on: 2025-07-11<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Helena and I am available for adoption!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K25-180204,A730972,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2957806,LOST,Carl,Dog,Over 1 year<p/>,Male,Chihuahua - Smooth Coated,Brown,"Jun 26, 2025",Date Lost,25700 block of  135TH AVE SE,Kent,,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2957806,Image Copyright HLP Inc. 2025,"Description: Small tan <p/>Age: Over 1 year<p/>Location Lost: 25739 135th ave se unit 47, Kent WA  98042<p/>Lost Date: 2025-06-26<p/>",
K25-180617,A731672,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Waffles,Dog,12 YEARS,Female,Chihuahua - Long Haired,Black,"Jul 08, 2025",Received on,S  212TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731672,Image Copyright HLP Inc. 2025,Received on: 2025-07-08<p/> Found Near: S  212TH ST<p/> Description: Black Female Chihuahua - Long Haired Dog<p/> Age: 12 YEARS<p/> Current Location: In RASKC Foster Home <p/>,
K25-180369,A731252,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959668,LOST,Charlie,Dog,Over 1 year<p/>,Male,Standard Poodle,Unknown,"Jun 29, 2025",Date Lost,Federal  Way Library,,,,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959668,Image Copyright HLP Inc. 2025,"Description: Charlie is a golden doodle just recently shaved. He’s ver shy but also loves to play. <p/>Age: Over 1 year<p/>Location Lost: Federal way library , South Prairie WA  98385<p/>Lost Date: 2025-06-29<p/>",
K25-180784,A731853,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Comedy,Cat,6 WEEKS,Male,Domestic Mediumhair,Brn Tabby,"Jul 11, 2025",Received on,6800 block of  S 116TH PL,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731853,Image Copyright HLP Inc. 2025,Received on: 2025-07-11<p/> Found Near: 6800 block of  S 116TH PL<p/> Description: Brn Tabby Male Domestic Mediumhair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-180880,A732017,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A732017,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Charlie,Cat,11 WEEKS,Neutered Male,Domestic Shorthair,Gray,"Jul 14, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732017,Image Copyright HLP Inc. 2025,"Received on: 2025-07-14<p/> Description: Gray<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Charlie and I am available for adoption!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K25-180043,A730723,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2956081,LOST,Pepper,Dog,Over 1 year<p/>,Female,Maltese,Black,"Jun 19, 2025",Date Lost,98032 98032,,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2956081,Image Copyright HLP Inc. 2025,"Description: Pepper is a small Maltese and shit zu mix she has only a few teeth left her tongue slightly hangs out she is wearing a pink harness she is timid quiet and sweet all black with a white patch on her chest she is sweet and friendly with dogs cats kids anyone she is 11 years old <p/>Age: Over 1 year<p/>Location Lost: 16th Ave s  242ndst des moines , Seattle WA  98198<p/>Lost Date: 2025-06-19<p/>",
K25-181014,A732228,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967662,In Public Home,,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Unknown,"Jul 15, 2025",Date Found,218TH  AVE SE AND SE GREEN VALLEY RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967662,Image Copyright HLP Inc. 2025,"Description: I Found two kittens, one is all black with a white spot in its chest, seems to be a male. The other kitten has diff color markings with white paws, seems to be a female. I Found them near a road, where black berry bushes were near a spot where people finish river tubing. There was a street taco vendor by the road which the kittens were Found, Im assuming they smelled the food & it brought them out. They seem to be healthy & are eating well. They are still a bit skittish but once you hold them they start purring right away and are affectionate. <p/>Age: Unknown<p/>Found Near: 218th Ave SE  and SE Green Valley Rd, Auburn WA  98092<p/>Found Date: 2025-07-15<p/>",
K25-179526,A729851,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2950402,In Public Home,Na,Dog,Over 1 year<p/>,Female,Bulldog,Brown,"Jun 06, 2025",Date Found,15400 block of  NE 13TH PL,Bellevue,,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2950402,Image Copyright HLP Inc. 2025,<p/>Age: Over 1 year<p/>Found Near: 15400 block of  NE 13TH PL<p/>Found Date: 2025-06-06<p/>,
K25-179778,A730269,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2953184,In Public Home,,Cat,Unknown<p/>,Female,Domestic Shorthair,Black,"Jun 13, 2025",Date Found,148th  Ave SE & SE 24th St,Bellevue,,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2953184,Image Copyright HLP Inc. 2025,"Description: Shorthair, black, female cat<p/>Age: Unknown<p/>Found Near: 148th Ave SE and SE 24th St. , Bellevue WA  98007<p/>Found Date: 2025-06-13<p/>",
K25-179719,A730161,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2952485,In Public Home,,Cat,Unknown<p/>,Female,Domestic Longhair,Black,"Jun 08, 2025",Date Found,SE  286TH PLACE & 124TH AVENUE SE,Auburn,WA,98092,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2952485,Image Copyright HLP Inc. 2025,"Description: Pure black.  Yellow eyes very friendly<p/>Age: Unknown<p/>Found Near: 286th & 124th, Auburn WA  98092<p/>Found Date: 2025-06-08<p/>",
K25-180291,A731094,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2958505,LOST,Leo,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jun 17, 2025",Date Lost,21500 block of  SE 280TH ST,Maple Valley,,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2958505,Image Copyright HLP Inc. 2025,"Description: Leo is missing since 6/17/25 from Eastwood forest neighborhood in Maple Valley . Responds to his name . Very friendly. His collar was Found in the neighborhood park <p/>Age: Over 1 year<p/>Location Lost: 21505 SE 280TH ST, Maple Valley WA  98038<p/>Lost Date: 2025-06-17<p/>",
K25-180085,A730821,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2956679,In Public Home,,Bird,Over 1 year<p/>,Male,,Unknown,"Jun 20, 2025",Date Found,Tam  O Shanter Park,,,,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2956679,Image Copyright HLP Inc. 2025,"Description: Yellow and green budgie, male, no ID band, flighted not hand game <p/>Age: Over 1 year<p/>Found Near: Tam O Shanter , Bellevue WA  98008<p/>Found Date: 2025-06-20<p/>",
K25-180683,A731741,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2964230,LOST,Tofu,Cat,Over 1 year<p/>,Male,Norwegian Forest Cat,Unknown,"Jul 07, 2025",Date Lost,MILITARY  RD AND ENCHANTED PARKWAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2964230,Image Copyright HLP Inc. 2025,"Description: Tofu is grey and white. Very friendly. Has full claws. Large, about 14lbs<p/>Age: Over 1 year<p/>Location Lost: Military Rd and Enchanted Parkway, Auburn WA  98001<p/>Lost Date: 2025-07-07<p/>",
K25-180115,A730878,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2957093,LOST,Nala,Cat,Over 1 year<p/>,Female,Domestic Mediumhair,White,"Jun 22, 2025",Date Lost,6000 block of  51ST AVE S,Seattle,,98118,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2957093,Image Copyright HLP Inc. 2025,"Description: Copper/Chocolate Point, Female, Blue eyes, 2 yrs, 10 lbs. Collar tag with name & phone. Chipped.<p/>Age: Over 1 year<p/>Location Lost: 6011 51st Ave South, Seattle WA  98118<p/>Lost Date: 2025-06-22<p/>",
K25-180828,A731914,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965537,In Public Home,,Dog,Under 1 year<p/>,Male,American Staffordshire,Unknown,"Jul 12, 2025",Date Found,28700 block of  34TH AVE S,,,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965537,Image Copyright HLP Inc. 2025,"Description: White tan color, calm and under 1 year old. Had pink color no tag<p/>Age: Under 1 year<p/>Found Near: 28700 block of  34TH AVE S<p/>Found Date: 2025-07-12<p/>",
K25-180516,A731498,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961948,In Public Home,Blazer,Dog,Unknown<p/>,Male,Norfolk Terrier,Unknown,"Jul 04, 2025",Date Found,151st  Ave SE & SE 49th St,Bellevue,,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961948,Image Copyright HLP Inc. 2025,"Description: This seems to be a Wheaton or Norfolk terrier? He showed up at our house scared and alone He is wearing a harness , microchip says name is Blazer<p/>Age: Unknown<p/>Found Near: 151st ave se and se 49th st, Bellevue WA  98006<p/>Found Date: 2025-07-04<p/>",
K25-179679,A730088,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Sky,Dog,6 YEARS 1 MONTH,Spayed Female,German Shepherd,Black / Tan,"Jun 11, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,BELLEVUE,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A730088,Image Copyright HLP Inc. 2025,"Received on: 2025-06-11<p/> Description: Black / Tan Spayed Female German Shepherd Dog<p/> Age: 6 YEARS 1 MONTH<p/> Adoption Fee: $250.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Sky and I am available for adoption.<p/><p/>I was brought in by a good samaritan on June 11, 2025.<p/><p/>I weigh 63.0 lbs and am considered a ""large breed"" dog.<p/><p/>I am quite fearful, but slowly learning to trust people! Due to my shy nature I would thrive best in a calm, quiet and structured home without younger children.<p/><p/>I am treat motivated and will happily ""sit"" for them!<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/>",
K25-180761,A731829,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Humor,Cat,6 WEEKS,Female,Domestic Mediumhair,Lynx Pt,"Jul 11, 2025",Received on,6800 block of  S 116TH PL,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731829,Image Copyright HLP Inc. 2025,Received on: 2025-07-11<p/> Found Near: 6800 block of  S 116TH PL<p/> Description: Lynx Pt Female Domestic Mediumhair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-180496,A731454,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961188,LOST,Perla,Cat,Under 1 year<p/>,Female,Persian,White,"Jun 17, 2025",Date Lost,SE  96TH PLACE & 123RD AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961188,Image Copyright HLP Inc. 2025,"Description: Perla is a SIBERIAN breed of cat. She is a mostly white colorpoint with grey tips and grey tail (very fluffy tail). Some dark areas on  bottom of  paws. 11 months old FEMALE. Blue eyes. Approx 8 lbs. Unaltered.  King County Pet License Number: L25-726961 <p/><p/>Age: Under 1 year<p/>Location Lost: SE 96th Place  &  123rd Ave SE, Renton WA  98056<p/>Lost Date: 2025-06-17<p/>",
K25-179852,A730347,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2953811,LOST,Pepper,Cat,Under 1 year<p/>,Female,Domestic Mediumhair,Black,"Jun 15, 2025",Date Lost,SE  240th St & 110th Ave SE,Kent,,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2953811,Image Copyright HLP Inc. 2025,"Description: When she cries her cries are a high pitch meow. She has a few white whiskers on her left side and she is pretty small and light weight.<p/>Age: Under 1 year<p/>Location Lost: 240th pl se and 110th pl se, Kent WA  98030<p/>Lost Date: 2025-06-15<p/>",
K25-180559,A731550,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2962729,LOST,Carole,Dog,Over 1 year<p/>,Female,Australian Kelpie,Brown,"Jul 06, 2025",Date Lost,SE  45th St & 167th Ave SE,Bellevue,,98027,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2962729,Image Copyright HLP Inc. 2025,"Description: Chocolate brown with brown eyes<p/>Age: Over 1 year<p/>Location Lost: 45th And 167 Ave SE, Bellevue WA  98006<p/>Lost Date: 2025-07-06<p/>",
K25-180945,A732147,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732147,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Amelia,Cat,8 MONTHS,Female,Domestic Shorthair,Brn Tabby,"Jul 16, 2025",Received on,23800 block of  111TH PL SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732147,Image Copyright HLP Inc. 2025,"Received on: 2025-07-16<p/> Found Near: 23800 block of  111TH PL SE<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181063,A732285,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732285,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,7 MONTHS,Female,German Shorthaired Pointer,Liver / White,"Jul 19, 2025",Received on,30500 block of  SE MUD MOUNTAIN DAM RD,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732285,Image Copyright HLP Inc. 2025,"Received on: 2025-07-19<p/> Found Near: 30500 block of  SE MUD MOUNTAIN DAM RD<p/> Description: Liver / White Female German Shorthaired Pointer Dog<p/> Age: 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180742,A731815,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2964690,LOST,,Dog,Unknown<p/>,Unknown,Miniature Poodle,Brown,"Jul 10, 2025",Date Lost,KB  HOMES JENKINS LANDING 265TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2964690,Image Copyright HLP Inc. 2025,"Description: Small brown dog with short fluffy or curly fur. Maybe a short tail.<p/>Age: Unknown<p/>Location Lost: KB homes Jenkins landing 265th street, Kent WA  98042<p/>Lost Date: 2025-07-10<p/>",
